timestamp,role,org_size,industry,team_focus,storage_environment,orchestration,ai_usage_frequency,ai_helps_with,ai_adoption,modeling_approach,modeling_pain_points,architecture_trend,biggest_bottleneck,team_growth_2026,education_topic,industry_wish,region
13:25.4,Data Engineer,"1,000–10,000",Finance,"Ingestion / pipelines, Infrastructure / platform work, Fighting fires",Mixed/hybrid,Airflow,Weekly,"Writing Code (SQL, Python, etc), Pipeline debugging, Documentation / data discovery",Using AI for tactical tasks,Ad-hoc / tables added as needed,"Lack of clear ownership, Tools don’t support good modeling",Centralized warehouse,Legacy / technical debt,Stay the same,Data modeling,"Although Data Engineering has a lot in common and lot to learn from Software Engineering - not all practices are applicable in that domain, neither are these disciplines the same.",Australia / New Zealand
17:38.8,Analytics Engineer,"1,000–10,000",Finance,Infrastructure / platform work,Cloud PostgreSQL/MySQL,No orchestration / ad-hoc,Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging",Experimenting,Mixed (depends on use case),Lack of clear ownership,Lakehouse,Talent / hiring,Grow,Data modeling,,Europe (EU / UK)
17:55.7,Analytics Engineer,< 50 employees,Retail/e-commerce,"Data modeling / transformation, Analytics / BI","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",No orchestration / ad-hoc,Multiple times per day,"Writing Code (SQL, Python, etc), Data modeling",Experimenting,Kimball-style dimensional modeling,"Lack of clear ownership, Pressure to “move fast”",Centralized warehouse,Data quality,Grow,Data modeling,Industry Mentor,Middle East / Africa
20:11.3,Data Architect,"10,000+",Tech,"Ingestion / pipelines, Data modeling / transformation, Infrastructure / platform work","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)",Workfows,Multiple times per day,"Writing Code (SQL, Python, etc), Documentation / data discovery",AI embedded in most workflows,Mixed (depends on use case),"Hard to maintain over time, Tools don’t support good modeling",Lakehouse,Talent / hiring,Grow,AI/LLM integration,,United States / Canada
23:09.8,Data Architect,"1,000–10,000",Healthcare,"Ingestion / pipelines, Fighting fires","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)",Databricks workflows,Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging",Experimenting,Data Vault,"Lack of clear ownership, Pressure to “move fast”",Lakehouse,Talent / hiring,Grow,AI/LLM integration,,Europe (EU / UK)
24:11.4,Software Engineer working on data,"1,000–10,000",Retail/e-commerce,"Data quality / reliability, Analytics / BI","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Airflow,Multiple times per day,"Writing Code (SQL, Python, etc)",Experimenting,Mixed (depends on use case),"Lack of clear ownership, Pressure to “move fast”",Data mesh / federated ownership,Data quality,Shrink,Streaming / event-driven systems,,Middle East / Africa
26:19.3,Manager / Director / VP,200–999,Healthcare,"Ingestion / pipelines, Data modeling / transformation, Data quality / reliability","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)","Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Multiple times per day,"Writing Code (SQL, Python, etc), Documentation / data discovery, Governance / quality checks",AI embedded in most workflows,Mixed (depends on use case),"Hard to maintain over time, Pressure to “move fast”, AI tools produce inconsistent schemas",Lakehouse,Data quality,Grow,Semantics / ontologies / knowledge graphs,"Tools and licenses do not solve problems. Data is king. Data Quality first. Domain literacy is equally important for engineers and to focus on why, before the what and the how.",United States / Canada
26:26.3,Senior Analyst ,"1,000–10,000",Healthcare,"Data quality / reliability, Fighting fires",Mixed/hybrid,Dagster,Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging",No meaningful adoption yet,Mixed (depends on use case),None / modeling is going well,Data mesh / federated ownership,Data quality,Grow,Semantics / ontologies / knowledge graphs,The architecture and tooling is ahead of the use cases.  The data is not as useful as people think and the modern data stack is way more advanced than the nature of the business problem. People spend too much on infrastructure without understanding the value of said infrastructure. ,United States / Canada
27:49.4,Data Engineer,200–999,Retail/e-commerce,"Ingestion / pipelines, Data quality / reliability","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)","Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Multiple times per day,"Writing Code (SQL, Python, etc)",Using AI for tactical tasks,Ad-hoc / tables added as needed,"Lack of clear ownership, Hard to maintain over time, Pressure to “move fast”",Lakehouse,Talent / hiring,Grow,Reliability engineering,How role can impact in the organitation and connect with salary,Latin America
30:42.3,Manager / Director / VP,"1,000–10,000",Manufacturing / Industrial,"Data modeling / transformation, Analytics / BI","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Dagster,Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging",Using AI for tactical tasks,Kimball-style dimensional modeling,"Hard to maintain over time, Pressure to “move fast”",Data mesh / federated ownership,Talent / hiring,Stay the same,Semantics / ontologies / knowledge graphs,,United States / Canada
34:58.3,Analytics Engineer,"10,000+",Manufacturing / Industrial,Fighting fires,"Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)","Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging, Documentation / data discovery, Data modeling, Architecture design, Governance / quality checks",AI embedded in most workflows,Kimball-style dimensional modeling,Hard to maintain over time,Lakehouse,Compute costs,Shrink,AI/LLM integration,Need time,Asia–Pacific
35:35.8,Data Intelligence ,"10,000+",Retail/e-commerce,Analytics / BI,Salient,No orchestration / ad-hoc,Daily,"Writing Code (SQL, Python, etc)",No meaningful adoption yet,Ad-hoc / tables added as needed,Lack of clear ownership,Centralized warehouse,Data quality,Not sure,Career growth / leadership,,United States / Canada
36:12.4,Analytics Engineer,50–199,Tech,"Ingestion / pipelines, Data quality / reliability","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)","Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Multiple times per day,"Writing Code (SQL, Python, etc), Documentation / data discovery",No meaningful adoption yet,Canonical/semantic models,"Hard to maintain over time, Tools don’t support good modeling, Pressure to “move fast”",Lakehouse,Data quality,Stay the same,Streaming / event-driven systems,,Europe (EU / UK)
36:31.0,Data Engineer,"1,000–10,000",Retail/e-commerce,"Data quality / reliability, Infrastructure / platform work","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Airflow,Daily,"Data modeling, Governance / quality checks",Using AI for tactical tasks,Kimball-style dimensional modeling,"Lack of clear ownership, Pressure to “move fast”",Centralized warehouse,Data quality,Grow,Reliability engineering,,Latin America
36:34.0,Analytics Engineer,"1,000–10,000",Retail/e-commerce,"Data modeling / transformation, Data quality / reliability, Analytics / BI, Fighting fires","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Airflow,Multiple times per day,"Documentation / data discovery, Data modeling",Using AI for tactical tasks,Kimball-style dimensional modeling,Hard to maintain over time,Centralized warehouse,Data quality,Stay the same,Data modeling,,Europe (EU / UK)
46:14.1,Data Engineer,"10,000+",Healthcare,"Data quality / reliability, Analytics / BI","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)","Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging",Using AI for tactical tasks,Mixed (depends on use case),Hard to maintain over time,Data mesh / federated ownership,Legacy / technical debt,Grow,Architecture patterns,,Europe (EU / UK)
49:31.4,Data Architect,< 50 employees,Tech,"Data modeling / transformation, ML / AI","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Metadata driven frameworks ,Daily,"Writing Code (SQL, Python, etc), Data modeling",Building internal AI platforms,Data Vault,Tools don’t support good modeling,Lakehouse,Lack of leadership direction,Grow,Top down ontological modeling,Hire experts,United States / Canada
50:00.1,Software Engineer working on data,"10,000+",Healthcare,"Ingestion / pipelines, Infrastructure / platform work","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)","Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Multiple times per day,"Pipeline debugging, Documentation / data discovery",AI embedded in most workflows,Mixed (depends on use case),"Lack of clear ownership, Pressure to “move fast”",Data mesh / federated ownership,Poor requirements / upstream issues,Grow,AI/LLM integration,It’s incredibly more complicated than traditional web and mobile app engineering. ,United States / Canada
53:32.2,Data Architect,"10,000+",Manufacturing / Industrial,"Ingestion / pipelines, Fighting fires","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)",BMC Control-M + Azure Data Factory,Rarely,I don't find AI helpful,Building internal AI platforms,Data engineers do not know what data modeling is,Pressure to “move fast”,Lakehouse,Lack of leadership direction,Shrink,Rewire executive brains,"That there is no or very little engineering in ""data engineering"". I would never step on a bridge built like a pipeline...",Europe (EU / UK)
55:17.4,Business Intelligence,"10,000+",Public sector / Education,"Data quality / reliability, Analytics / BI",Cloud PostgreSQL/MySQL,No orchestration / ad-hoc,Multiple times per day,"Writing Code (SQL, Python, etc)",Experimenting,Mixed (depends on use case),None / modeling is going well,Centralized warehouse,Lack of leadership direction,Stay the same,Career growth / leadership,,United States / Canada
56:50.2,Manager / Director / VP,"10,000+",Tech,"Ingestion / pipelines, Data modeling / transformation","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)","Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Daily,"Writing Code (SQL, Python, etc), Documentation / data discovery",Building internal AI platforms,Mixed (depends on use case),Pressure to “move fast”,Lakehouse,Time and resources,Grow,AI/LLM integration,,Middle East / Africa
58:38.7,Data Engineer,"1,000–10,000",Healthcare,"Ingestion / pipelines, Data modeling / transformation","Lakehouse (Databricks, Iceberg/Hudi/Delta + compute engine)","Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging, Documentation / data discovery",Using AI for tactical tasks,Ad-hoc / tables added as needed,"Hard to maintain over time, Pressure to “move fast”",Lakehouse,Legacy / technical debt,Grow,AI/LLM integration,Ai engineering,United States / Canada
05:37.3,Data Engineer,< 50 employees,Tech,"Data modeling / transformation, Analytics / BI","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)","Cloud-native (GCP Cloud Composer, AWS MWAA, etc.)",Weekly,"Writing Code (SQL, Python, etc), Documentation / data discovery",Experimenting,Kimball-style dimensional modeling,"Lack of clear ownership, Pressure to “move fast”",Centralized warehouse,Legacy / technical debt,Grow,Semantics / ontologies / knowledge graphs,,United States / Canada
08:52.4,Data Engineer,"1,000–10,000",Public sector / Education,"Data quality / reliability, Analytics / BI","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",Matillion,Multiple times per day,"Writing Code (SQL, Python, etc), Pipeline debugging",Experimenting,Kimball-style dimensional modeling,"Lack of clear ownership, Hard to maintain over time",Centralized warehouse,Legacy / technical debt,Stay the same,Data modeling,,United States / Canada
10:29.9,Manager / Director / VP,200–999,Retail/e-commerce,"Data modeling / transformation, Fighting fires","Cloud data warehouse (Snowflake, BigQuery, Redshift, etc.)",No orchestration / ad-hoc,Multiple times per day,"Writing Code (SQL, Python, etc), Documentation / data discovery",Using AI for tactical tasks,One Big Table,"Lack of clear ownership, Hard to maintain over time",Lakehouse,Poor requirements / upstream issues,Grow,Semantics / ontologies / knowledge graphs,,United States / Canada
